3147 [localhost-startStop-1] DEBUG com.sixthc.hbm.Crew  - setId : null
15216 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.WorkOrder  - setRequestDatetime : 2015-11-02 19:26:08.0
15216 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setStatus : ACTIVE
15216 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setStatusKind : approved
15216 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setTitle : null
15216 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.WorkOrder  - setUpdatedAt : 2015-11-02 19:26:08.0
15216 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setUpdatedBy : null
15216 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setWorkOrderName : null
15218 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.WorkOrderOrganizations  - setId
15220 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.Organization  - setID : 430
15220 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Organization.setMrid : 1234
15227 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setBlock : null
15227 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setCoordSystem : null
15227 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setCounty : null
15227 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setDirections : null
15227 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setLot : null
15227 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setSdAddress1 : 100 East Street
15228 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setSdAddress2 : null
15228 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setSdBuildingName : null
15228 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setSdCode : 27513
15228 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setSdNumber : null
15228 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setSdPrefix : null
15228 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setSdSuffix : null
15228 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setSdSuiteNumber : null
15228 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setSdType : null
15228 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.Attachment  - setSdWithinTownLimitsFlag : 0
15228 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setSubdivision : null
15228 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setTdCode : null
15228 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setTdCountry : null
15228 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setTdName : Cary
15228 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setTdPobox : null
15229 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setTdPostalCode : null
15229 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setTdRegion : null
15229 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setTdSection : null
15229 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setTdStateProvince : NC
15229 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setTimeZone : null
15229 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Address.setTownshipName : null
15231 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.WorkOrderWorkTasks  - setId
15232 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.WorkTask  - setId : 154
15233 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.WorkTask  - setCrewEta : null
15233 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkTask.setInstructions : null
15233 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkTask.setMrid : null
15233 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkTask.setSubject : new task
15233 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkTask.setTaskType : exchange
15236 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.WorkTaskAssets  - setId : 140
15236 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.WorkTaskAssets  - setCreatedAt : 2015-11-02 19:26:08.0
15236 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkTaskAssets.setCreatedBy : null
15238 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.Asset  - setCriticalFlag : 0
15238 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Asset.setMrid : 112244
15238 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.Asset.setUTCNumber : 92736
15244 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setComments : null
15244 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setCreatedBy : WMS
15244 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setDescription : null
15244 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setInternalBuildingName : null
15244 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setInternalBuildingNum : null
15244 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setInternalFloor : null
15244 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setInternalRoomNum : null
15245 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setKind : maintenance
15245 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setLocationComment : null
15245 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setMrid : f537feaf-05ac-4050-9702-7f71700fd499
15245 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setPriorityJustification : null
15245 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.WorkOrder  - setPriorityRank : 1
15245 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.MaterialItemNames  - com.sixthc.hbm.WorkOrder.setPriorityType : crit
15245 [http-bio-8080-exec-3] DEBUG com.sixthc.hbm.WorkOrder  - setRequestDatetime : 2015-11-09 13:56:50.0
